id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
608365,Landing Page Submission,Google,No,No,1,6.0,1251,2.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,16.0,18.0,No
608360,API,Chat,No,No,1,2.0,166,1.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,No
608349,Landing Page Submission,Google,No,No,1,7.0,970,2.33,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
608336,Landing Page Submission,Direct Traffic,No,No,0,3.0,163,1.5,Email Opened,Travel and Tourism,,No,No,No,No,No,No,,,Yes
608334,Landing Page Submission,Google,No,No,0,2.0,306,2.0,Email Link Clicked,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
608332,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,1064,2.0,Email Bounced,Services Excellence,,No,No,No,No,No,No,,,No
608330,Lead Add Form,Reference,No,No,1,,940,,,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
608325,Landing Page Submission,Organic Search,No,No,0,5.0,176,2.5,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
608316,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,453,2.0,Email Bounced,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,No
608309,Landing Page Submission,Direct Traffic,No,No,0,3.0,1410,3.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,,,No
608307,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
608284,Landing Page Submission,Google,No,No,1,2.0,910,2.0,Chat Conversation,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
608277,Landing Page Submission,Direct Traffic,No,No,0,8.0,391,8.0,Page Visited on Website,Human Resource Management,,No,No,No,No,No,No,,,No
608267,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
608266,Landing Page Submission,Direct Traffic,No,No,0,2.0,1036,2.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,Yes
608261,Landing Page Submission,Direct Traffic,No,No,1,6.0,1197,3.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
608257,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
608255,API,Chat,Yes,No,1,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
608246,Landing Page Submission,Organic Search,No,No,1,5.0,1027,5.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
608239,API,Chat,Yes,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
608233,Landing Page Submission,Organic Search,No,No,0,23.0,176,2.56,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
608217,API,Google,No,No,0,5.0,1449,5.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,,,No
608183,Landing Page Submission,Google,No,No,1,3.0,1646,3.0,SMS Sent,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,,,No
608181,Landing Page Submission,Direct Traffic,No,No,0,8.0,84,8.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
608169,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,165,2.0,Email Bounced,IT Projects Management,,No,No,No,No,No,No,,,Yes
608164,API,Chat,No,No,0,1.0,689,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
608163,API,Organic Search,No,No,1,4.0,1557,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
608161,Landing Page Submission,Google,No,No,0,3.0,983,3.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
608150,API,Organic Search,No,No,0,2.0,256,2.0,Converted to Lead,,,No,No,No,No,No,No,,,No
608143,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
608135,API,Google,No,No,0,2.0,231,2.0,Email Opened,,,No,No,No,No,No,No,,,No
608132,Landing Page Submission,Direct Traffic,No,No,1,3.0,1494,3.0,SMS Sent,Business Administration,Working Professional,No,No,No,No,No,No,,,No
608125,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Page Visited on Website,Hospitality Management,Unemployed,No,No,No,No,No,No,,,No
608116,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
608114,Landing Page Submission,Google,No,No,0,2.0,906,2.0,SMS Sent,Finance Management,,No,No,No,No,No,No,,,No
608107,Landing Page Submission,Organic Search,No,No,1,19.0,1569,4.75,SMS Sent,"Banking, Investment And Insurance",Student,No,No,No,No,No,No,,,Yes
608106,Landing Page Submission,Google,No,No,1,4.0,1375,4.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
608100,Landing Page Submission,Google,No,No,1,3.0,1127,3.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
608096,Landing Page Submission,Organic Search,Yes,No,1,12.0,218,12.0,Unsubscribed,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,Yes
608088,Landing Page Submission,Direct Traffic,No,No,0,3.0,34,3.0,Email Opened,Marketing Management,Student,No,No,No,No,No,No,,,Yes
608077,Landing Page Submission,Direct Traffic,No,No,0,12.0,1354,6.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
608055,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
608022,Landing Page Submission,Direct Traffic,No,No,1,4.0,1300,4.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,Yes
608009,Landing Page Submission,Organic Search,No,No,0,6.0,114,6.0,Page Visited on Website,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
608003,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,18,2.0,Email Bounced,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,14.0,Yes
607984,Landing Page Submission,Direct Traffic,No,No,0,2.0,1417,2.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
607964,Landing Page Submission,Direct Traffic,No,No,0,4.0,308,4.0,SMS Sent,Healthcare Management,Unemployed,No,No,No,No,No,No,,,Yes
607963,Landing Page Submission,Direct Traffic,No,No,0,2.0,1122,2.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,,,Yes
607939,Landing Page Submission,Direct Traffic,Yes,No,0,4.0,140,4.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,,,No
607929,Landing Page Submission,Google,No,No,1,11.0,1107,2.75,SMS Sent,Finance Management,,No,No,No,No,No,No,,,Yes
607902,Landing Page Submission,Direct Traffic,No,No,0,14.0,143,1.56,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
607867,Landing Page Submission,Direct Traffic,No,No,0,3.0,1577,3.0,Page Visited on Website,Human Resource Management,,No,No,No,No,No,No,,,Yes
607850,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
607837,Landing Page Submission,Direct Traffic,No,No,0,1.0,500,1.0,Converted to Lead,Healthcare Management,Unemployed,No,No,No,No,No,No,,,Yes
607814,Landing Page Submission,Direct Traffic,No,No,1,5.0,469,5.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
607799,Landing Page Submission,Google,No,No,1,7.0,1600,2.33,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,20.0,No
607795,Landing Page Submission,Direct Traffic,No,No,0,5.0,283,2.5,SMS Sent,Marketing Management,,No,No,No,No,No,No,,,Yes
607774,Landing Page Submission,Direct Traffic,No,No,1,3.0,1287,3.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
607765,Landing Page Submission,Direct Traffic,No,No,0,2.0,96,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
607756,Landing Page Submission,Direct Traffic,No,No,0,13.0,293,3.25,Page Visited on Website,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
607748,Landing Page Submission,Google,Yes,No,0,16.0,462,16.0,Page Visited on Website,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
607745,Landing Page Submission,Direct Traffic,No,No,0,2.0,145,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
607738,Landing Page Submission,Direct Traffic,No,No,0,1.0,400,1.0,Converted to Lead,,,No,No,No,No,No,No,,,No
607699,Landing Page Submission,Direct Traffic,No,No,0,8.0,547,2.67,Converted to Lead,Human Resource Management,,No,No,No,No,No,No,,,Yes
607697,Landing Page Submission,Direct Traffic,No,No,0,1.0,161,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,,,No
607690,API,Organic Search,No,No,1,4.0,83,4.0,SMS Sent,Select,Working Professional,No,No,No,No,No,No,,,No
607689,Landing Page Submission,Google,No,No,0,2.0,1371,2.0,SMS Sent,Finance Management,,No,No,No,No,No,No,,,No
607688,Landing Page Submission,Direct Traffic,No,No,0,4.0,436,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
607656,Landing Page Submission,Direct Traffic,No,No,0,2.0,85,2.0,Email Opened,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,No
607643,Landing Page Submission,Organic Search,No,No,0,7.0,1087,7.0,SMS Sent,Operations Management,,No,No,No,No,No,No,,,No
607640,Landing Page Submission,Direct Traffic,No,No,1,9.0,1390,4.5,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
607639,Landing Page Submission,Direct Traffic,No,No,1,4.0,1188,4.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,,,Yes
607638,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,289,2.0,Email Bounced,Marketing Management,,No,No,No,No,No,No,,,No
607630,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,232,3.0,Email Bounced,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
607626,Landing Page Submission,Direct Traffic,No,No,0,5.0,313,5.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
607615,Landing Page Submission,Direct Traffic,Yes,No,0,18.0,84,4.5,Page Visited on Website,Travel and Tourism,,No,No,No,No,No,No,,,No
607614,API,Google,No,No,0,2.0,140,2.0,SMS Sent,,,No,No,No,No,No,No,,,No
607611,Landing Page Submission,Google,Yes,No,1,6.0,771,6.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,,,Yes
607575,Landing Page Submission,Google,No,No,0,8.0,177,4.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,13.0,16.0,Yes
607568,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
607548,Landing Page Submission,Direct Traffic,Yes,No,0,7.0,30,7.0,Page Visited on Website,Finance Management,,No,No,No,No,No,No,,,No
607542,API,Google,No,No,0,1.0,493,1.0,Converted to Lead,,,No,No,No,No,No,No,,,No
607520,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
607498,Landing Page Submission,Direct Traffic,No,No,1,5.0,146,2.5,Chat Conversation,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
607494,Landing Page Submission,Direct Traffic,Yes,No,0,41.0,311,1.14,Page Visited on Website,Retail Management,,No,No,No,No,No,No,,,No
607491,Landing Page Submission,Direct Traffic,No,No,0,14.0,1595,14.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,Yes
607483,Landing Page Submission,Organic Search,No,No,1,3.0,830,3.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
607481,Lead Add Form,Reference,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
607471,API,Google,No,No,0,2.0,125,2.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,,,No
607467,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
607465,Landing Page Submission,Direct Traffic,No,No,1,3.0,317,1.5,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
607459,Landing Page Submission,Direct Traffic,No,No,1,2.0,1207,2.0,SMS Sent,Supply Chain Management,Working Professional,No,No,No,No,No,No,,,Yes
607416,Landing Page Submission,Google,No,No,0,5.0,215,5.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
607413,API,Google,No,No,0,7.0,171,3.5,Page Visited on Website,Supply Chain Management,,No,No,No,No,No,No,,,No
607383,Landing Page Submission,Direct Traffic,No,No,0,3.0,338,3.0,Email Opened,Operations Management,,No,No,No,No,No,No,,,Yes
607362,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
607359,API,Google,No,No,1,3.0,887,1.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
607357,Landing Page Submission,Google,No,No,1,5.0,1269,2.5,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
607355,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
607344,API,Organic Search,No,No,0,3.0,85,3.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,,,No
607333,API,Organic Search,No,No,0,2.0,72,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
607318,API,Direct Traffic,No,No,0,4.0,120,4.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
607310,Landing Page Submission,Direct Traffic,No,No,0,9.0,1637,9.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
607308,Landing Page Submission,Direct Traffic,No,No,0,7.0,3,7.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,,,Yes
607282,Landing Page Submission,Direct Traffic,No,No,1,2.0,981,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
607279,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,No
607274,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
607266,Landing Page Submission,Direct Traffic,No,No,0,2.0,231,2.0,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
607232,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
607213,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
607198,Landing Page Submission,Direct Traffic,No,No,0,2.0,64,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
607173,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
607159,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,No
607154,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,No
607149,Landing Page Submission,Direct Traffic,No,No,0,5.0,430,1.67,Form Submitted on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
607144,Landing Page Submission,Organic Search,Yes,No,0,4.0,252,4.0,Email Bounced,Finance Management,,No,No,No,No,No,No,,,Yes
607141,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Operations Management,Unemployed,No,No,No,No,No,No,,,No
607134,Landing Page Submission,Google,No,No,0,2.0,91,2.0,SMS Sent,,,No,No,No,No,No,No,,,No
607133,Landing Page Submission,Direct Traffic,No,No,0,2.0,52,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
607128,Landing Page Submission,Organic Search,Yes,No,0,6.0,1708,6.0,Email Bounced,Human Resource Management,,No,No,No,No,No,No,,,No
607115,Landing Page Submission,Direct Traffic,No,No,1,18.0,217,1.64,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,19.0,No
607106,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
607104,API,Google,No,No,1,2.0,900,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
607089,Landing Page Submission,Direct Traffic,No,No,1,2.0,1726,2.0,SMS Sent,Hospitality Management,,No,No,No,No,No,No,,,Yes
607069,Landing Page Submission,Direct Traffic,No,No,0,3.0,262,1.5,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
607067,Landing Page Submission,Direct Traffic,No,No,0,5.0,164,5.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
607059,Landing Page Submission,Direct Traffic,No,No,0,2.0,459,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
607046,Landing Page Submission,Direct Traffic,No,No,0,3.0,172,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
607036,Landing Page Submission,Direct Traffic,No,No,1,5.0,398,5.0,Email Opened,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,,,Yes
607015,Landing Page Submission,Direct Traffic,No,No,0,1.0,169,1.0,Converted to Lead,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
606988,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,216,1.0,Email Bounced,Media and Advertising,,No,No,No,No,No,No,,,Yes
606986,Landing Page Submission,Organic Search,No,No,1,3.0,776,3.0,SMS Sent,Retail Management,Unemployed,No,No,No,No,No,No,,,Yes
606982,Landing Page Submission,Direct Traffic,No,No,1,2.0,1628,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
606981,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
606976,Landing Page Submission,Direct Traffic,No,No,1,2.0,195,2.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
606970,Landing Page Submission,Direct Traffic,No,No,0,2.0,177,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
606961,Landing Page Submission,Referral Sites,Yes,No,0,115.0,187,8.21,Page Visited on Website,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,,,No
606951,Landing Page Submission,Direct Traffic,No,No,0,7.0,171,2.33,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
606920,Landing Page Submission,Google,No,No,1,2.0,1437,2.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,No
606905,Landing Page Submission,Organic Search,No,No,0,9.0,137,9.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,No
606903,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
606902,Landing Page Submission,Google,No,No,0,4.0,355,4.0,Page Visited on Website,Supply Chain Management,Student,No,No,No,No,No,No,,,No
606895,Landing Page Submission,Direct Traffic,No,No,0,2.0,8,2.0,Email Link Clicked,Finance Management,,No,No,No,No,No,No,,,Yes
606893,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
606890,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
606886,Landing Page Submission,Direct Traffic,No,No,0,2.0,3,2.0,Email Opened,Retail Management,Unemployed,No,No,No,No,No,No,,,No
606878,Landing Page Submission,Direct Traffic,No,No,0,4.0,173,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
606872,Landing Page Submission,Direct Traffic,Yes,No,0,10.0,1442,2.5,Unsubscribed,Finance Management,,No,No,No,No,No,No,11.0,18.0,No
606860,Lead Add Form,,No,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
606851,Landing Page Submission,Google,No,No,0,5.0,366,2.5,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,,,No
606850,Landing Page Submission,Organic Search,No,No,1,5.0,1132,5.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
606827,Landing Page Submission,Organic Search,No,No,0,6.0,160,6.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
606814,Landing Page Submission,Direct Traffic,No,No,0,2.0,181,2.0,Email Opened,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,Yes
606803,API,Direct Traffic,No,No,0,2.0,1271,2.0,SMS Sent,,,No,No,No,No,No,No,,,No
606788,Landing Page Submission,Google,No,No,1,3.0,282,3.0,SMS Sent,"Banking, Investment And Insurance",,No,No,No,No,No,No,,,No
606773,Lead Add Form,Reference,No,No,0,,301,,,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
606760,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Supply Chain Management,Working Professional,No,No,No,No,No,No,,,No
606750,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
606748,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
606704,Landing Page Submission,Google,No,No,1,3.0,204,3.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
606698,API,Google,Yes,No,1,3.0,1475,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
606675,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,60,1.0,Email Bounced,Healthcare Management,Unemployed,No,No,No,No,No,No,,,Yes
606672,API,Organic Search,No,No,1,3.0,21,3.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,No
606664,Landing Page Submission,Organic Search,No,No,0,11.0,4,11.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
606653,Landing Page Submission,Direct Traffic,No,No,1,4.0,901,4.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,Yes
606643,Landing Page Submission,Organic Search,No,No,1,6.0,297,6.0,SMS Sent,Business Administration,Working Professional,No,No,No,No,No,No,,,No
606642,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
606618,Landing Page Submission,Direct Traffic,No,No,1,2.0,918,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
606606,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Supply Chain Management,Working Professional,No,No,No,No,No,No,,,No
606592,Landing Page Submission,Google,No,No,1,6.0,959,2.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,16.0,18.0,Yes
606589,Landing Page Submission,Google,No,No,1,4.0,904,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
606574,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
606573,API,Google,Yes,No,1,4.0,1052,2.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
606572,Landing Page Submission,Direct Traffic,No,No,0,2.0,43,2.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
606560,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
606552,Landing Page Submission,Google,No,No,0,5.0,498,5.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
606548,Landing Page Submission,Google,No,No,0,5.0,1592,1.67,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
606530,Landing Page Submission,Google,No,No,0,3.0,493,3.0,Email Opened,Operations Management,,No,No,No,No,No,No,,,No
606526,Landing Page Submission,Organic Search,Yes,No,1,8.0,815,8.0,SMS Sent,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,,,Yes
606520,Landing Page Submission,Direct Traffic,No,No,0,6.0,173,3.0,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
606510,API,Google,No,No,0,4.0,172,2.0,SMS Sent,,,No,No,No,No,No,No,,,No
606508,API,Organic Search,No,No,1,9.0,2125,3.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,No
606497,API,Google,No,No,0,8.0,403,2.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
606491,Landing Page Submission,Google,No,No,0,5.0,439,5.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
606481,Lead Add Form,Reference,No,No,0,3.0,75,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
606479,Landing Page Submission,Google,No,No,0,7.0,461,2.33,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
606475,API,Organic Search,No,No,0,3.0,357,3.0,Converted to Lead,,,No,No,No,No,No,No,,,No
606458,Landing Page Submission,Direct Traffic,No,No,0,14.0,339,2.0,Page Visited on Website,Finance Management,,No,No,No,No,No,No,,,No
606418,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
606409,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
606404,API,Organic Search,No,No,1,6.0,504,6.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,,,No
606393,API,Google,No,No,1,2.0,1488,2.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,No
606383,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
606381,API,Organic Search,Yes,No,0,11.0,33,3.67,Page Visited on Website,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
606340,API,Google,No,No,0,3.0,49,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
606337,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
606332,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
606327,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
606311,Lead Add Form,Reference,Yes,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
606306,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Unsubscribed,Supply Chain Management,Working Professional,No,No,No,No,No,No,,,No
606303,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Page Visited on Website,Finance Management,Working Professional,No,No,No,No,No,No,,,No
606276,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
606271,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
606265,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,39,2.0,SMS Sent,International Business,,No,No,No,No,No,No,,,No
606186,Landing Page Submission,Direct Traffic,No,No,0,3.0,404,3.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
606185,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,223,1.5,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,Yes
606175,API,Google,No,No,0,3.0,514,3.0,SMS Sent,,,No,No,No,No,No,No,,,No
606165,Landing Page Submission,Organic Search,No,No,0,3.0,142,3.0,Converted to Lead,Finance Management,Unemployed,No,No,No,No,No,No,,,No
