id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
599738,Landing Page Submission,Organic Search,No,No,0,5.0,67,5.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
606309,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Page Visited on Website,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,,,No
640969,Landing Page Submission,Google,No,No,1,4.0,1696,4.0,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,20.0,No
659244,Landing Page Submission,Google,No,No,0,4.0,1638,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,12.0,18.0,Yes
618971,Landing Page Submission,Google,No,No,0,4.0,1058,4.0,Email Opened,Marketing Management,,No,No,No,No,No,No,,,No
623814,Landing Page Submission,Organic Search,No,No,0,6.0,368,6.0,Page Visited on Website,Human Resource Management,,No,No,No,No,No,No,,,Yes
604600,Landing Page Submission,Direct Traffic,No,No,0,2.0,739,2.0,Converted to Lead,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
589996,Landing Page Submission,Direct Traffic,No,No,0,2.0,994,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,16.0,Yes
614924,Landing Page Submission,Google,No,No,1,3.0,170,3.0,SMS Sent,Supply Chain Management,Working Professional,No,No,No,No,No,No,,,No
641258,API,Organic Search,No,No,0,6.0,138,3.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
592959,API,Google,No,No,1,2.0,1379,2.0,SMS Sent,,,No,No,No,No,No,No,15.0,15.0,No
614565,Landing Page Submission,Direct Traffic,No,No,0,5.0,106,5.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,No
595972,API,Google,No,No,0,2.0,360,2.0,Email Opened,Marketing Management,Student,No,No,No,No,No,No,,,No
603114,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,1948,2.0,Email Bounced,Human Resource Management,,No,No,No,No,No,No,,,No
599459,Landing Page Submission,Google,No,No,0,3.0,32,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
601640,API,Google,No,No,0,3.0,92,3.0,Chat Conversation,Select,Student,No,No,No,No,No,No,,,No
605065,Landing Page Submission,Direct Traffic,No,No,0,4.0,29,2.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,,,Yes
588317,Landing Page Submission,Google,Yes,No,0,1.0,1936,1.0,Email Bounced,Retail Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
593201,API,Google,No,No,0,2.0,489,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
642886,API,Google,No,No,0,14.0,148,14.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
655450,API,Google,No,No,0,2.0,44,2.0,Page Visited on Website,,,No,No,No,No,No,No,14.0,15.0,No
588995,Landing Page Submission,Direct Traffic,No,No,1,2.0,660,2.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,17.0,Yes
649597,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
644006,API,Google,No,No,0,2.0,535,1.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
610872,API,Chat,No,No,0,3.0,54,1.5,Page Visited on Website,,,No,No,No,No,No,No,,,No
646334,Landing Page Submission,Google,No,No,1,2.0,1392,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,17.0,No
648466,API,Organic Search,No,No,0,1.0,225,1.0,Converted to Lead,,,No,No,No,No,No,No,11.0,15.0,No
637345,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
656359,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No
650678,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
593786,Landing Page Submission,Direct Traffic,No,No,1,5.0,1457,1.67,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes
659833,API,Chat,No,No,0,0.0,0,0.0,View in browser link Clicked,Finance Management,Unemployed,No,No,No,No,No,No,12.0,14.0,No
588182,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
581766,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,16.0,No
587703,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,913,2.0,SMS Sent,Business Administration,,No,No,No,No,No,No,13.0,16.0,Yes
631018,Landing Page Submission,Google,No,No,0,3.0,871,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
627715,API,Google,No,No,0,9.0,318,3.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
619890,Landing Page Submission,Direct Traffic,No,No,1,6.0,78,6.0,Page Visited on Website,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,Yes
641546,Landing Page Submission,Google,No,No,0,3.0,203,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No
656176,Landing Page Submission,Google,No,No,1,10.0,1128,1.43,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes
613343,Landing Page Submission,Direct Traffic,No,No,1,2.0,1321,2.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,,,Yes
624415,Landing Page Submission,Organic Search,No,No,0,2.0,38,1.0,Converted to Lead,Operations Management,,No,No,No,No,No,No,,,No
591552,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
653049,API,Organic Search,No,No,0,2.0,8,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
626860,Landing Page Submission,Google,No,No,1,5.0,1142,2.5,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,No
601368,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
659582,Landing Page Submission,Google,No,No,0,9.0,838,4.5,Email Opened,Healthcare Management,,No,No,No,No,No,No,13.0,15.0,No
591199,Landing Page Submission,Direct Traffic,No,No,0,2.0,231,2.0,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
607231,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
596871,Landing Page Submission,Direct Traffic,No,No,0,8.0,277,2.67,Email Opened,Marketing Management,,No,No,No,No,No,No,,,Yes
654968,Landing Page Submission,Google,No,No,0,5.0,362,5.0,Unreachable,Business Administration,Unemployed,No,No,No,No,No,No,12.0,18.0,No
601726,Landing Page Submission,Organic Search,No,No,1,8.0,94,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
646849,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,17.0,15.0,No
617272,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Retail Management,Unemployed,No,No,No,No,No,No,,,No
584683,Landing Page Submission,Direct Traffic,No,No,1,3.0,1011,3.0,SMS Sent,Healthcare Management,Unemployed,No,No,No,No,No,No,14.0,13.0,Yes
629942,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
604905,Landing Page Submission,Google,No,No,0,3.0,203,1.5,Form Submitted on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
617119,Landing Page Submission,Direct Traffic,No,No,0,5.0,194,5.0,Email Opened,Retail Management,,No,No,No,No,No,No,,,Yes
589539,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
608529,Landing Page Submission,Direct Traffic,Yes,No,0,5.0,583,5.0,Page Visited on Website,Travel and Tourism,,No,No,No,No,No,No,,,Yes
600305,Landing Page Submission,Direct Traffic,No,No,0,2.0,138,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
631488,Landing Page Submission,Google,No,No,0,4.0,59,2.0,SMS Sent,Travel and Tourism,,No,No,No,No,No,No,,,No
660608,Landing Page Submission,Organic Search,No,No,1,8.0,1351,8.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,14.0,Yes
602666,Landing Page Submission,Google,No,No,0,4.0,913,4.0,Chat Conversation,International Business,Unemployed,No,No,No,No,No,No,,,No
643838,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No
630808,Landing Page Submission,Google,No,No,0,3.0,49,3.0,Email Opened,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,,,No
614140,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
645330,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,12.0,15.0,No
629217,API,Google,No,No,0,1.0,32,1.0,Converted to Lead,,,No,No,No,No,No,No,,,No
644380,API,Chat,No,No,1,6.0,983,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
614498,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
617405,Landing Page Submission,Direct Traffic,No,No,1,7.0,899,2.33,Page Visited on Website,E-COMMERCE,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
591029,Landing Page Submission,Organic Search,No,No,1,4.0,5,4.0,SMS Sent,E-COMMERCE,,No,No,No,No,No,No,15.0,15.0,Yes
588029,Lead Add Form,Reference,No,No,0,0.0,0,0.0,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
622684,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
641543,Landing Page Submission,Google,No,No,0,4.0,221,4.0,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,18.0,No
603559,Landing Page Submission,Google,No,No,0,3.0,136,1.5,Converted to Lead,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,Yes
598763,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
653785,API,Google,No,No,0,2.0,49,2.0,Chat Conversation,,,No,No,No,No,No,No,14.0,15.0,No
607556,Landing Page Submission,Direct Traffic,No,No,0,7.0,60,7.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,,,No
648015,Landing Page Submission,Google,No,No,0,3.0,68,3.0,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,18.0,No
614179,Landing Page Submission,Google,No,No,0,4.0,1276,4.0,SMS Sent,Hospitality Management,Unemployed,No,No,No,No,No,No,,,No
595797,Landing Page Submission,Direct Traffic,No,No,1,5.0,1763,1.67,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
587392,Lead Add Form,Reference,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
633945,Lead Add Form,,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
624860,Landing Page Submission,Direct Traffic,No,No,0,3.0,136,1.5,Email Link Clicked,Human Resource Management,,No,No,No,No,No,No,,,Yes
655360,Landing Page Submission,Organic Search,No,No,0,22.0,59,5.5,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
629511,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
630564,Landing Page Submission,Google,No,No,0,6.0,239,6.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
590817,Lead Add Form,Reference,No,No,1,,1427,,,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
652986,Landing Page Submission,Organic Search,No,No,1,3.0,1746,3.0,Page Visited on Website,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,16.0,13.0,Yes
612637,API,Google,No,No,1,2.0,970,1.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,No
620372,Landing Page Submission,Direct Traffic,No,No,1,6.0,1703,6.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
617969,Landing Page Submission,Direct Traffic,No,No,0,1.0,301,1.0,Converted to Lead,Finance Management,,No,No,No,No,No,No,,,Yes
630244,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
640652,API,Chat,No,No,1,0.0,0,0.0,Email Opened,IT Projects Management,Working Professional,No,No,No,No,No,No,15.0,15.0,No
581513,Landing Page Submission,Google,No,No,1,6.0,1070,3.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,14.0,16.0,No
645636,API,Google,No,No,1,6.0,1366,6.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
652463,Landing Page Submission,Direct Traffic,No,No,0,4.0,34,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes
639852,Landing Page Submission,Direct Traffic,No,No,0,4.0,349,4.0,Page Visited on Website,International Business,Unemployed,No,No,No,No,No,No,15.0,18.0,No
650419,Landing Page Submission,Google,No,No,0,4.0,137,4.0,Visited Booth in Tradeshow,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
652725,Landing Page Submission,Direct Traffic,No,No,0,2.0,1613,2.0,SMS Sent,Supply Chain Management,,No,No,No,No,No,No,13.0,18.0,Yes
649936,Landing Page Submission,Pay per Click Ads,No,No,0,3.0,125,3.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No
638862,Landing Page Submission,Direct Traffic,No,No,0,5.0,94,5.0,SMS Sent,,,No,No,No,No,No,No,16.0,17.0,No
649555,API,Organic Search,No,No,0,5.0,391,2.5,Email Opened,,,No,No,No,No,No,No,15.0,15.0,No
609540,Landing Page Submission,Google,Yes,No,0,5.0,333,5.0,SMS Sent,Healthcare Management,Unemployed,No,No,No,No,No,No,,,No
616531,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
619793,Landing Page Submission,Direct Traffic,No,No,1,7.0,1008,3.5,SMS Sent,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,,,Yes
607265,Landing Page Submission,Direct Traffic,Yes,No,0,5.0,232,5.0,Email Bounced,IT Projects Management,,No,No,No,No,No,No,,,Yes
605278,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,,,No
592694,Landing Page Submission,Direct Traffic,No,No,0,2.0,134,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
622189,API,Organic Search,No,No,1,5.0,277,2.5,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
589377,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
599119,API,Organic Search,No,No,1,3.0,1358,3.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,No
622914,Landing Page Submission,Direct Traffic,No,No,0,4.0,492,4.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
641909,Landing Page Submission,Direct Traffic,No,No,1,8.0,1190,2.0,Page Visited on Website,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
596798,API,Google,No,No,0,2.0,137,2.0,Chat Conversation,,,No,No,No,No,No,No,,,No
650511,API,Google,No,No,1,11.0,1551,2.75,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
588921,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
587530,Landing Page Submission,Direct Traffic,No,No,0,2.0,228,2.0,Unreachable,IT Projects Management,Unemployed,No,No,No,No,No,No,12.0,14.0,Yes
594150,Landing Page Submission,Google,No,No,0,3.0,287,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
620179,Landing Page Submission,Google,No,No,1,6.0,1212,3.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
622180,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,227,1.5,Page Visited on Website,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,,,Yes
642333,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
582917,API,Google,No,No,0,2.0,126,1.0,Chat Conversation,,,No,No,No,No,No,No,12.0,15.0,No
635453,API,Google,No,No,1,4.0,1850,4.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,15.0,No
627505,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
583083,API,Organic Search,No,No,1,3.0,2253,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,16.0,No
593990,Landing Page Submission,Organic Search,No,No,1,4.0,1216,4.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,No
606192,Landing Page Submission,Direct Traffic,No,No,1,3.0,110,3.0,Page Visited on Website,E-COMMERCE,Working Professional,No,No,No,No,No,No,,,Yes
619000,Landing Page Submission,Google,No,No,0,6.0,49,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
603503,API,Organic Search,No,No,1,2.0,225,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
596805,Lead Add Form,Reference,No,No,0,0.0,0,0.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,11.0,16.0,No
607487,Landing Page Submission,Direct Traffic,Yes,No,0,5.0,946,2.5,Page Visited on Website,Retail Management,Unemployed,No,No,No,No,No,No,,,Yes
607721,Landing Page Submission,Direct Traffic,Yes,No,1,9.0,1291,3.0,Email Bounced,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
630701,API,Organic Search,No,No,0,8.0,58,2.67,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,14.0,No
623294,API,Organic Search,No,No,1,9.0,1310,4.5,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
643170,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,14.0,No
655899,Landing Page Submission,Direct Traffic,No,No,1,2.0,703,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
600400,Landing Page Submission,Direct Traffic,No,No,0,3.0,243,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
585950,Landing Page Submission,Direct Traffic,No,No,0,2.0,186,2.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
644706,Landing Page Submission,Direct Traffic,No,No,1,5.0,1275,2.5,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,14.0,Yes
594617,Landing Page Submission,Direct Traffic,No,No,0,3.0,515,3.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,,,Yes
598742,Landing Page Submission,Direct Traffic,No,No,1,3.0,1371,3.0,SMS Sent,Business Administration,Working Professional,No,No,No,No,No,No,,,No
598969,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Student,No,No,No,No,No,No,,,No
590608,Landing Page Submission,Google,No,No,1,7.0,1118,3.5,SMS Sent,IT Projects Management,,No,No,No,No,No,No,15.0,13.0,No
599320,Landing Page Submission,Direct Traffic,No,No,1,4.0,195,4.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
596478,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
596700,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,,,No,No,No,No,No,No,,,No
607532,Landing Page Submission,Google,No,No,1,5.0,1593,5.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
634691,Landing Page Submission,Direct Traffic,No,No,1,2.0,882,2.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
600395,Landing Page Submission,Direct Traffic,No,No,1,3.0,1698,3.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
659925,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
597776,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
646917,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
602193,API,Direct Traffic,No,No,0,2.0,596,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
587560,API,Google,No,No,1,2.0,1096,2.0,SMS Sent,,,No,No,No,No,No,No,15.0,15.0,No
617634,API,Chat,No,No,1,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,15.0,15.0,No
645441,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
630846,Landing Page Submission,Google,No,No,0,3.0,194,3.0,Email Opened,Travel and Tourism,,No,No,No,No,No,No,,,No
645495,Landing Page Submission,Direct Traffic,No,No,0,5.0,88,1.67,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,17.0,Yes
597301,API,Google,No,No,0,2.0,334,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
600248,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
634306,Landing Page Submission,Direct Traffic,No,No,0,6.0,299,2.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,14.0,20.0,No
620553,Landing Page Submission,Google,No,No,0,3.0,22,3.0,Form Submitted on Website,Finance Management,,No,No,No,No,No,No,,,No
583491,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,,,No,No,No,No,No,No,15.0,15.0,No
639881,Landing Page Submission,Google,Yes,No,0,5.0,1287,2.5,Page Visited on Website,Business Administration,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
633484,Landing Page Submission,Direct Traffic,No,No,1,5.0,586,5.0,Converted to Lead,Healthcare Management,Working Professional,No,No,No,No,No,No,,,Yes
601804,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Student,No,No,No,No,No,No,,,No
636950,Landing Page Submission,Google,No,No,0,9.0,491,4.5,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,13.0,Yes
628062,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
638076,API,Direct Traffic,No,No,0,10.0,1082,3.33,Chat Conversation,Marketing Management,Other,No,No,No,No,No,No,15.0,14.0,No
609826,Landing Page Submission,Direct Traffic,No,No,0,1.0,249,1.0,Converted to Lead,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
614508,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,271,2.0,Email Bounced,Operations Management,Unemployed,No,No,No,No,No,No,,,No
639150,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
589573,Landing Page Submission,Direct Traffic,No,No,0,2.0,1766,2.0,Email Opened,E-Business,,No,No,No,No,No,No,13.0,18.0,Yes
627833,Landing Page Submission,Direct Traffic,No,No,1,4.0,1495,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
607485,Landing Page Submission,Direct Traffic,Yes,No,0,6.0,134,6.0,Page Visited on Website,Operations Management,,No,No,No,No,No,No,,,No
594938,Landing Page Submission,Direct Traffic,No,No,0,2.0,90,2.0,SMS Sent,Media and Advertising,,No,No,No,No,No,No,,,Yes
608290,Landing Page Submission,Google,No,No,1,3.0,143,3.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
626438,Lead Add Form,Reference,No,No,1,,636,,,Human Resource Management,Housewife,No,No,No,No,No,No,,,No
607273,Landing Page Submission,Google,No,No,0,2.0,842,2.0,Email Opened,Marketing Management,,No,No,No,No,No,No,,,No
627365,Landing Page Submission,Organic Search,No,No,1,6.0,295,6.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,No
602831,API,Chat,Yes,No,0,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
639298,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
587710,Landing Page Submission,Organic Search,No,No,0,3.0,491,3.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
647125,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
656516,Lead Add Form,Reference,No,No,1,,781,,,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
656327,API,Google,No,No,0,2.0,395,1.0,Email Opened,,,No,No,No,No,No,No,10.0,15.0,No
586307,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
646768,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
637736,API,Chat,No,No,1,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
620989,API,Google,No,No,1,3.0,1204,1.5,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,No
656072,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,402,2.0,Unsubscribed,Media and Advertising,Unemployed,No,No,No,No,No,No,12.0,15.0,No
642834,API,Google,No,No,1,4.0,262,4.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,15.0,14.0,No
620157,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
634878,Landing Page Submission,Google,No,No,1,7.0,1380,2.33,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,16.0,No
645538,Landing Page Submission,Direct Traffic,No,No,1,3.0,1346,3.0,Email Opened,Business Administration,Working Professional,No,No,No,No,No,No,15.0,20.0,No
589447,Landing Page Submission,Direct Traffic,No,No,0,1.0,100,1.0,Converted to Lead,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
591596,API,Google,No,No,0,3.0,59,3.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
644911,API,Google,No,No,0,4.0,45,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No
603996,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
603490,Landing Page Submission,Google,No,No,1,7.0,1568,7.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
634758,API,Google,No,No,0,2.0,889,2.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
586385,Landing Page Submission,Direct Traffic,No,No,0,10.0,251,10.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,14.0,17.0,Yes
613440,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
